season,home_team,away_team
2025,Indiana Pacers,San Antonio Spurs
2025,Los Angeles Clippers,Boston Celtics
2025,Sacramento Kings,Golden State Warriors
2025,Houston Rockets,Cleveland Cavaliers
2025,Memphis Grizzlies,Charlotte Hornets
2025,Oklahoma City Thunder,Utah Jazz
2025,Atlanta Hawks,Detroit Pistons
2025,Brooklyn Nets,Phoenix Suns
2025,Dallas Mavericks,Minnesota Timberwolves
2025,Los Angeles Lakers,Washington Wizards
2025,Denver Nuggets,Philadelphia 76ers
2025,Brooklyn Nets,New York Knicks
2025,Toronto Raptors,Orlando Magic
2025,Los Angeles Clippers,Chicago Bulls
2025,New Orleans Pelicans,Utah Jazz
2025,Golden State Warriors,Boston Celtics
2025,Cleveland Cavaliers,Phoenix Suns
2025,New York Knicks,Atlanta Hawks
2025,Memphis Grizzlies,Minnesota Timberwolves
2025,Houston Rockets,Detroit Pistons
2025,Charlotte Hornets,Dallas Mavericks
2025,Los Angeles Clippers,Los Angeles Lakers
2025,Sacramento Kings,Washington Wizards
2025,Milwaukee Bucks,Philadelphia 76ers
2025,Oklahoma City Thunder,Brooklyn Nets
2025,Orlando Magic,Denver Nuggets
2025,Miami Heat,San Antonio Spurs
2025,Minnesota Timberwolves,Cleveland Cavaliers
2025,Golden State Warriors,Washington Wizards
2025,Boston Celtics,Atlanta Hawks
2025,Indiana Pacers,Philadelphia 76ers
2025,Detroit Pistons,Phoenix Suns
2025,Los Angeles Lakers,Brooklyn Nets
2025,San Antonio Spurs,Memphis Grizzlies
2025,Dallas Mavericks,Oklahoma City Thunder
2025,Miami Heat,Denver Nuggets
2025,Milwaukee Bucks,Toronto Raptors
2025,New Orleans Pelicans,Utah Jazz
2025,Chicago Bulls,Charlotte Hornets
2025,New York Knicks,Minnesota Timberwolves
2025,Boston Celtics,Orlando Magic
2025,Sacramento Kings,Houston Rockets
2025,Oklahoma City Thunder,Cleveland Cavaliers
2025,Detroit Pistons,Indiana Pacers
2025,Washington Wizards,Phoenix Suns
2025,Los Angeles Clippers,Brooklyn Nets
2025,Los Angeles Lakers,Miami Heat
2025,Minnesota Timberwolves,Golden State Warriors
2025,Denver Nuggets,Houston Rockets
2025,Utah Jazz,Charlotte Hornets
2025,Chicago Bulls,Atlanta Hawks
2025,Milwaukee Bucks,Orlando Magic
2025,New Orleans Pelicans,Dallas Mavericks
2025,San Antonio Spurs,Memphis Grizzlies
2025,Toronto Raptors,Boston Celtics
2025,Philadelphia 76ers,New York Knicks
2025,Dallas Mavericks,Denver Nuggets
2025,Chicago Bulls,New Orleans Pelicans
2025,Milwaukee Bucks,Sacramento Kings
2025,Atlanta Hawks,Phoenix Suns
2025,Indiana Pacers,Cleveland Cavaliers
2025,Philadelphia 76ers,Oklahoma City Thunder
2025,Los Angeles Lakers,San Antonio Spurs
2025,Los Angeles Clippers,Miami Heat
2025,Houston Rockets,Memphis Grizzlies
2025,New York Knicks,Detroit Pistons
2025,Toronto Raptors,Golden State Warriors
2025,Washington Wizards,Minnesota Timberwolves
2025,Phoenix Suns,Charlotte Hornets
2025,Utah Jazz,Brooklyn Nets
2025,Boston Celtics,New Orleans Pelicans
2025,Cleveland Cavaliers,Indiana Pacers
2025,Orlando Magic,Philadelphia 76ers
2025,Washington Wizards,Oklahoma City Thunder
2025,Chicago Bulls,Sacramento Kings
2025,New York Knicks,Milwaukee Bucks
2025,Dallas Mavericks,Denver Nuggets
2025,Minnesota Timberwolves,Memphis Grizzlies
2025,Detroit Pistons,Toronto Raptors
2025,Phoenix Suns,Utah Jazz
2025,Denver Nuggets,Brooklyn Nets
2025,Chicago Bulls,Washington Wizards
2025,Boston Celtics,Sacramento Kings
2025,New York Knicks,Oklahoma City Thunder
2025,Indiana Pacers,Golden State Warriors
2025,Orlando Magic,Milwaukee Bucks
2025,Philadelphia 76ers,New Orleans Pelicans
2025,Phoenix Suns,Atlanta Hawks
2025,Utah Jazz,Miami Heat
2025,Memphis Grizzlies,Houston Rockets
2025,Cleveland Cavaliers,Toronto Raptors
2025,Detroit Pistons,Golden State Warriors
2025,Orlando Magic,Minnesota Timberwolves
2025,Milwaukee Bucks,San Antonio Spurs
2025,Denver Nuggets,Los Angeles Clippers
2025,New York Knicks,Toronto Raptors
2025,Brooklyn Nets,Detroit Pistons
2025,Cleveland Cavaliers,Oklahoma City Thunder
2025,Indiana Pacers,Chicago Bulls
2025,Philadelphia 76ers,Washington Wizards
2025,Denver Nuggets,Boston Celtics
2025,Golden State Warriors,Miami Heat
2025,Utah Jazz,Atlanta Hawks
2025,New Orleans Pelicans,Minnesota Timberwolves
2025,Dallas Mavericks,Los Angeles Lakers
2025,Charlotte Hornets,Phoenix Suns
2025,Washington Wizards,Houston Rockets
2025,Sacramento Kings,Miami Heat
2025,Chicago Bulls,San Antonio Spurs
2025,Memphis Grizzlies,Dallas Mavericks
2025,Minnesota Timberwolves,Los Angeles Clippers
2025,Brooklyn Nets,Indiana Pacers
2025,New York Knicks,Orlando Magic
2025,Toronto Raptors,Milwaukee Bucks
2025,Philadelphia 76ers,Phoenix Suns
2025,Golden State Warriors,Sacramento Kings
2025,Houston Rockets,Los Angeles Lakers
2025,Orlando Magic,Utah Jazz
2025,Cleveland Cavaliers,Charlotte Hornets
2025,Washington Wizards,New Orleans Pelicans
2025,Oklahoma City Thunder,Boston Celtics
2025,Los Angeles Clippers,Atlanta Hawks
2025,Golden State Warriors,Memphis Grizzlies
2025,Miami Heat,Utah Jazz
2025,Chicago Bulls,New York Knicks
2025,San Antonio Spurs,Denver Nuggets
2025,Detroit Pistons,Minnesota Timberwolves
2025,Indiana Pacers,Phoenix Suns
2025,Brooklyn Nets,Philadelphia 76ers
2025,Los Angeles Lakers,Atlanta Hawks
2025,Sacramento Kings,Memphis Grizzlies
2025,Denver Nuggets,San Antonio Spurs
2025,Dallas Mavericks,Cleveland Cavaliers
2025,Houston Rockets,Boston Celtics
2025,New Orleans Pelicans,Washington Wizards
2025,Oklahoma City Thunder,New York Knicks
2025,Toronto Raptors,Orlando Magic
2025,Detroit Pistons,Charlotte Hornets
2025,Golden State Warriors,Philadelphia 76ers
2025,Milwaukee Bucks,Brooklyn Nets
2025,Oklahoma City Thunder,Los Angeles Clippers
2025,Miami Heat,Indiana Pacers
2025,Minnesota Timberwolves,Boston Celtics
2025,Sacramento Kings,Philadelphia 76ers
2025,Denver Nuggets,Atlanta Hawks
2025,Houston Rockets,Dallas Mavericks
2025,Miami Heat,New Orleans Pelicans
2025,New York Knicks,Utah Jazz
2025,Toronto Raptors,Brooklyn Nets
2025,Detroit Pistons,Orlando Magic
2025,Washington Wizards,Chicago Bulls
2024,Phoenix Suns,Memphis Grizzlies
2024,Los Angeles Lakers,Cleveland Cavaliers
2024,Oklahoma City Thunder,Minnesota Timberwolves
2024,San Antonio Spurs,Los Angeles Clippers
2024,Boston Celtics,Toronto Raptors
2024,Indiana Pacers,Milwaukee Bucks
2024,Golden State Warriors,Cleveland Cavaliers
2024,Sacramento Kings,Dallas Mavericks
2024,Utah Jazz,Denver Nuggets
2024,New Orleans Pelicans,Los Angeles Clippers
2024,Charlotte Hornets,Chicago Bulls
2024,Washington Wizards,New York Knicks
2024,Minnesota Timberwolves,San Antonio Spurs
2024,Houston Rockets,Miami Heat
2024,Oklahoma City Thunder,Memphis Grizzlies
2024,Boston Celtics,Indiana Pacers
2024,Toronto Raptors,Atlanta Hawks
2024,Orlando Magic,Brooklyn Nets
2024,Los Angeles Lakers,Sacramento Kings
2024,Utah Jazz,Philadelphia 76ers
2024,Denver Nuggets,Detroit Pistons
2024,Golden State Warriors,Phoenix Suns
2024,Chicago Bulls,Milwaukee Bucks
2024,Washington Wizards,New York Knicks
2024,Charlotte Hornets,Oklahoma City Thunder
2024,Atlanta Hawks,Miami Heat
2024,Los Angeles Clippers,Golden State Warriors
2024,Denver Nuggets,Cleveland Cavaliers
2024,Phoenix Suns,Dallas Mavericks
2024,Houston Rockets,Minnesota Timberwolves
2024,New Orleans Pelicans,Memphis Grizzlies
2024,Boston Celtics,Indiana Pacers
2024,Brooklyn Nets,San Antonio Spurs
2024,Orlando Magic,New York Knicks
2024,Sacramento Kings,Detroit Pistons
2024,Memphis Grizzlies,Toronto Raptors
2024,Milwaukee Bucks,Brooklyn Nets
2024,New Orleans Pelicans,Houston Rockets
2024,Atlanta Hawks,Chicago Bulls
2024,Indiana Pacers,Oklahoma City Thunder
2024,Orlando Magic,Miami Heat
2024,Washington Wizards,Charlotte Hornets
2024,Phoenix Suns,Denver Nuggets
2024,Golden State Warriors,Los Angeles Lakers
2024,Boston Celtics,Philadelphia 76ers
2024,Dallas Mavericks,Minnesota Timberwolves
2024,New York Knicks,San Antonio Spurs
2024,Los Angeles Lakers,Detroit Pistons
2024,Denver Nuggets,Phoenix Suns
2024,Golden State Warriors,Indiana Pacers
2024,Chicago Bulls,Milwaukee Bucks
2024,Memphis Grizzlies,Los Angeles Clippers
2024,Oklahoma City Thunder,Washington Wizards
2024,Atlanta Hawks,Minnesota Timberwolves
2024,Miami Heat,Brooklyn Nets
2024,New York Knicks,Toronto Raptors
2024,Charlotte Hornets,Houston Rockets
2024,Cleveland Cavaliers,Utah Jazz
2024,Orlando Magic,Boston Celtics
2024,Philadelphia 76ers,San Antonio Spurs
2024,New Orleans Pelicans,Denver Nuggets
2024,Toronto Raptors,Houston Rockets
2024,Sacramento Kings,Indiana Pacers
2024,Phoenix Suns,Detroit Pistons
2024,Dallas Mavericks,Los Angeles Clippers
2024,Cleveland Cavaliers,Philadelphia 76ers
2024,Chicago Bulls,Boston Celtics
2024,Milwaukee Bucks,Washington Wizards
2024,Minnesota Timberwolves,Golden State Warriors
2024,New Orleans Pelicans,New York Knicks
2024,Atlanta Hawks,Memphis Grizzlies
2024,Brooklyn Nets,Utah Jazz
2024,Orlando Magic,Miami Heat
2024,Sacramento Kings,Los Angeles Lakers
2024,Miami Heat,Oklahoma City Thunder
2024,Cleveland Cavaliers,Milwaukee Bucks
2024,Philadelphia 76ers,Charlotte Hornets
2024,Sacramento Kings,Los Angeles Lakers
2024,Minnesota Timberwolves,New York Knicks
2024,Phoenix Suns,Indiana Pacers
2024,Dallas Mavericks,Los Angeles Clippers
2024,Houston Rockets,New Orleans Pelicans
2024,Memphis Grizzlies,Golden State Warriors
2024,San Antonio Spurs,Atlanta Hawks
2024,Boston Celtics,Chicago Bulls
2024,Toronto Raptors,Brooklyn Nets
2024,Detroit Pistons,Utah Jazz
2024,Orlando Magic,Oklahoma City Thunder
2024,Washington Wizards,Charlotte Hornets
2024,Oklahoma City Thunder,Milwaukee Bucks
2024,Los Angeles Clippers,Utah Jazz
2024,Sacramento Kings,Denver Nuggets
2024,Toronto Raptors,Chicago Bulls
2024,Brooklyn Nets,Cleveland Cavaliers
2024,Detroit Pistons,Miami Heat
2024,Charlotte Hornets,Philadelphia 76ers
2024,Los Angeles Lakers,Memphis Grizzlies
2024,Golden State Warriors,Dallas Mavericks
2024,San Antonio Spurs,Minnesota Timberwolves
2024,Washington Wizards,Boston Celtics
2024,Orlando Magic,New York Knicks
2024,Indiana Pacers,New Orleans Pelicans
2024,Oklahoma City Thunder,Houston Rockets
2024,Milwaukee Bucks,Atlanta Hawks
2024,Utah Jazz,Phoenix Suns
2024,Denver Nuggets,Los Angeles Clippers
2024,Minnesota Timberwolves,Los Angeles Lakers
2024,Memphis Grizzlies,Brooklyn Nets
2024,Chicago Bulls,Charlotte Hornets
2024,Cleveland Cavaliers,Washington Wizards
2024,Philadelphia 76ers,Indiana Pacers
2024,New Orleans Pelicans,Sacramento Kings
2024,Boston Celtics,Detroit Pistons
2024,Miami Heat,Toronto Raptors
2024,Houston Rockets,Golden State Warriors
2024,New York Knicks,Atlanta Hawks
2024,Oklahoma City Thunder,Dallas Mavericks
2024,Milwaukee Bucks,Orlando Magic
2024,Toronto Raptors,New York Knicks
2024,Los Angeles Clippers,Houston Rockets
2024,Sacramento Kings,Utah Jazz
2024,Golden State Warriors,Minnesota Timberwolves
2024,Washington Wizards,Memphis Grizzlies
2024,San Antonio Spurs,New Orleans Pelicans
2024,Orlando Magic,Phoenix Suns
2024,Atlanta Hawks,Denver Nuggets
2024,Miami Heat,Cleveland Cavaliers
2024,Indiana Pacers,Charlotte Hornets
2024,Brooklyn Nets,Milwaukee Bucks
2024,Chicago Bulls,Philadelphia 76ers
2024,Boston Celtics,Memphis Grizzlies
2024,Miami Heat,Phoenix Suns
2024,New York Knicks,Detroit Pistons
2024,Toronto Raptors,Dallas Mavericks
2024,Washington Wizards,Denver Nuggets
2024,New Orleans Pelicans,Oklahoma City Thunder
2024,Charlotte Hornets,Cleveland Cavaliers
2024,Golden State Warriors,Minnesota Timberwolves
2024,Chicago Bulls,Indiana Pacers
2024,San Antonio Spurs,Sacramento Kings
2024,Atlanta Hawks,Los Angeles Lakers
2024,Boston Celtics,Milwaukee Bucks
2024,Philadelphia 76ers,Orlando Magic
2024,Golden State Warriors,Houston Rockets
2024,Memphis Grizzlies,Sacramento Kings
2024,New Orleans Pelicans,Phoenix Suns
2024,San Antonio Spurs,Chicago Bulls
2024,New York Knicks,Charlotte Hornets
2024,Toronto Raptors,Oklahoma City Thunder
2024,Cleveland Cavaliers,Denver Nuggets
2024,Washington Wizards,Dallas Mavericks
2024,Los Angeles Clippers,Minnesota Timberwolves
2024,Milwaukee Bucks,Atlanta Hawks
2024,Boston Celtics,Detroit Pistons
2024,Brooklyn Nets,Indiana Pacers
2024,Miami Heat,Los Angeles Lakers
2024,Philadelphia 76ers,Orlando Magic
2024,Denver Nuggets,Golden State Warriors
2024,Sacramento Kings,Houston Rockets
2024,Phoenix Suns,San Antonio Spurs
2024,Dallas Mavericks,Memphis Grizzlies
2024,Oklahoma City Thunder,Utah Jazz
2024,New York Knicks,Orlando Magic
2024,Toronto Raptors,Indiana Pacers
2024,Charlotte Hornets,Philadelphia 76ers
2024,Cleveland Cavaliers,Washington Wizards
2024,Detroit Pistons,Milwaukee Bucks
2024,Chicago Bulls,Brooklyn Nets
2024,Minnesota Timberwolves,Los Angeles Lakers
2024,Atlanta Hawks,New Orleans Pelicans
2024,Boston Celtics,Miami Heat
2024,Los Angeles Clippers,Denver Nuggets
2024,Sacramento Kings,San Antonio Spurs
2024,Utah Jazz,Los Angeles Lakers
2024,Houston Rockets,Oklahoma City Thunder
2024,Cleveland Cavaliers,Boston Celtics
2024,New York Knicks,New Orleans Pelicans
2024,Toronto Raptors,Miami Heat
2024,Brooklyn Nets,Orlando Magic
2024,Memphis Grizzlies,Indiana Pacers
2024,Utah Jazz,Dallas Mavericks
2024,Phoenix Suns,Golden State Warriors
2024,Milwaukee Bucks,Washington Wizards
2024,Detroit Pistons,Philadelphia 76ers
2024,Charlotte Hornets,Atlanta Hawks
2024,Los Angeles Lakers,Oklahoma City Thunder
2024,Indiana Pacers,Detroit Pistons
2024,Miami Heat,Toronto Raptors
2024,Chicago Bulls,Boston Celtics
2024,Brooklyn Nets,Orlando Magic
2024,Minnesota Timberwolves,Los Angeles Clippers
2024,Memphis Grizzlies,New Orleans Pelicans
2024,Atlanta Hawks,Cleveland Cavaliers
2024,Charlotte Hornets,New York Knicks
2024,Golden State Warriors,Oklahoma City Thunder
2024,Phoenix Suns,Brooklyn Nets
2024,Utah Jazz,Denver Nuggets
2024,San Antonio Spurs,Los Angeles Lakers
2024,Memphis Grizzlies,Detroit Pistons
2024,Minnesota Timberwolves,Sacramento Kings
2024,New Orleans Pelicans,Toronto Raptors
2024,Dallas Mavericks,New York Knicks
2024,Charlotte Hornets,Miami Heat
2024,Cleveland Cavaliers,Atlanta Hawks
2024,Orlando Magic,Chicago Bulls
2024,Philadelphia 76ers,Houston Rockets
2024,Washington Wizards,Los Angeles Clippers
2024,Phoenix Suns,Los Angeles Lakers
2024,Utah Jazz,San Antonio Spurs
2024,Minnesota Timberwolves,Houston Rockets
2024,Miami Heat,Milwaukee Bucks
2024,Washington Wizards,Chicago Bulls
2024,Golden State Warriors,Brooklyn Nets
2024,Sacramento Kings,Oklahoma City Thunder
2024,Denver Nuggets,New York Knicks
2024,Atlanta Hawks,Dallas Mavericks
2024,Boston Celtics,Los Angeles Clippers
2024,Charlotte Hornets,Orlando Magic
2024,Detroit Pistons,Toronto Raptors
2024,Indiana Pacers,New Orleans Pelicans
2024,Sacramento Kings,Brooklyn Nets
2024,Cleveland Cavaliers,Toronto Raptors
2024,Miami Heat,Dallas Mavericks
2024,Philadelphia 76ers,Los Angeles Clippers
2024,Indiana Pacers,Washington Wizards
2024,Boston Celtics,Minnesota Timberwolves
2024,Los Angeles Lakers,Denver Nuggets
2024,San Antonio Spurs,Golden State Warriors
2024,Chicago Bulls,Memphis Grizzlies
2024,Milwaukee Bucks,Charlotte Hornets
2024,Orlando Magic,Detroit Pistons
2024,Utah Jazz,New York Knicks
2024,Los Angeles Clippers,Sacramento Kings
2024,Denver Nuggets,Dallas Mavericks
2024,Milwaukee Bucks,Indiana Pacers
2024,Chicago Bulls,Atlanta Hawks
2024,New Orleans Pelicans,Golden State Warriors
2024,Philadelphia 76ers,Brooklyn Nets
2024,Washington Wizards,Boston Celtics
2024,Los Angeles Lakers,Orlando Magic
2024,San Antonio Spurs,Utah Jazz
2024,Toronto Raptors,Minnesota Timberwolves
2024,Charlotte Hornets,Detroit Pistons
2024,Los Angeles Clippers,Orlando Magic
2024,Phoenix Suns,New York Knicks
2024,Golden State Warriors,Atlanta Hawks
2024,Houston Rockets,Indiana Pacers
2024,Memphis Grizzlies,Philadelphia 76ers
2024,Cleveland Cavaliers,New Orleans Pelicans
2024,Milwaukee Bucks,Chicago Bulls
2024,Los Angeles Lakers,Utah Jazz
2024,San Antonio Spurs,Oklahoma City Thunder
2024,Dallas Mavericks,New Orleans Pelicans
2024,Memphis Grizzlies,Denver Nuggets
2024,Brooklyn Nets,Charlotte Hornets
2024,Boston Celtics,Cleveland Cavaliers
2024,Los Angeles Clippers,Golden State Warriors
2024,Sacramento Kings,Atlanta Hawks
2024,Phoenix Suns,Orlando Magic
2024,Milwaukee Bucks,Houston Rockets
2024,Miami Heat,Philadelphia 76ers
2024,New York Knicks,Washington Wizards
2024,Toronto Raptors,Indiana Pacers
2024,Detroit Pistons,Chicago Bulls
2024,Los Angeles Clippers,Utah Jazz
2024,New York Knicks,Brooklyn Nets
2024,Chicago Bulls,Houston Rockets
2024,Oklahoma City Thunder,Dallas Mavericks
2024,Cleveland Cavaliers,Charlotte Hornets
2024,Washington Wizards,Detroit Pistons
2024,Memphis Grizzlies,Denver Nuggets
2024,Indiana Pacers,Miami Heat
2024,Minnesota Timberwolves,Phoenix Suns
2024,Sacramento Kings,Utah Jazz
2024,Dallas Mavericks,San Antonio Spurs
2024,Boston Celtics,Toronto Raptors
2024,New Orleans Pelicans,Los Angeles Lakers
2024,Charlotte Hornets,Milwaukee Bucks
2024,Golden State Warriors,Memphis Grizzlies
2024,Sacramento Kings,Minnesota Timberwolves
2024,Houston Rockets,Los Angeles Clippers
2024,New Orleans Pelicans,Denver Nuggets
2024,Oklahoma City Thunder,Phoenix Suns
2024,Atlanta Hawks,Washington Wizards
2024,Cleveland Cavaliers,Chicago Bulls
2024,New York Knicks,Brooklyn Nets
2024,San Antonio Spurs,Los Angeles Lakers
2024,Indiana Pacers,Miami Heat
2024,Orlando Magic,Philadelphia 76ers
2024,Toronto Raptors,Detroit Pistons
2024,Utah Jazz,Dallas Mavericks
2024,Los Angeles Lakers,Memphis Grizzlies
2024,Sacramento Kings,Phoenix Suns
2024,Houston Rockets,Los Angeles Clippers
2024,Milwaukee Bucks,Detroit Pistons
2024,San Antonio Spurs,Washington Wizards
2024,Brooklyn Nets,Boston Celtics
2024,New York Knicks,Chicago Bulls
2024,Philadelphia 76ers,Cleveland Cavaliers
2024,Oklahoma City Thunder,New Orleans Pelicans
2024,Orlando Magic,Indiana Pacers
2024,Golden State Warriors,Dallas Mavericks
2024,Utah Jazz,Phoenix Suns
2024,Milwaukee Bucks,Toronto Raptors
2024,Philadelphia 76ers,New York Knicks
2024,Boston Celtics,Atlanta Hawks
2024,Detroit Pistons,Miami Heat
2024,Orlando Magic,Charlotte Hornets
2024,Chicago Bulls,Cleveland Cavaliers
2024,Houston Rockets,Washington Wizards
2024,New Orleans Pelicans,Brooklyn Nets
2024,Oklahoma City Thunder,Los Angeles Clippers
2024,San Antonio Spurs,Sacramento Kings
2024,Los Angeles Lakers,Toronto Raptors
2024,Denver Nuggets,Dallas Mavericks
2024,Phoenix Suns,Sacramento Kings
2024,Philadelphia 76ers,Charlotte Hornets
2024,Minnesota Timberwolves,Miami Heat
2024,Oklahoma City Thunder,Golden State Warriors
2024,Orlando Magic,Washington Wizards
2024,Indiana Pacers,New York Knicks
2024,Milwaukee Bucks,Boston Celtics
2024,Detroit Pistons,Houston Rockets
2024,Los Angeles Clippers,Toronto Raptors
2024,Atlanta Hawks,Chicago Bulls
2024,Cleveland Cavaliers,Brooklyn Nets
2024,San Antonio Spurs,Utah Jazz
2024,Los Angeles Lakers,Philadelphia 76ers
2024,Sacramento Kings,Los Angeles Clippers
2024,Denver Nuggets,Miami Heat
2024,Memphis Grizzlies,Washington Wizards
2024,Oklahoma City Thunder,Houston Rockets
2024,Boston Celtics,Brooklyn Nets
2024,Cleveland Cavaliers,Golden State Warriors
2024,New York Knicks,Milwaukee Bucks
2024,Dallas Mavericks,Phoenix Suns
2024,Charlotte Hornets,Indiana Pacers
2024,Detroit Pistons,Atlanta Hawks
2024,Orlando Magic,New Orleans Pelicans
2024,Chicago Bulls,Minnesota Timberwolves
2024,Milwaukee Bucks,Utah Jazz
2024,Los Angeles Clippers,Philadelphia 76ers
2024,Sacramento Kings,Toronto Raptors
2024,Denver Nuggets,Oklahoma City Thunder
2024,Phoenix Suns,Miami Heat
2024,Dallas Mavericks,Chicago Bulls
2024,Houston Rockets,San Antonio Spurs
2024,Memphis Grizzlies,Los Angeles Lakers
2024,New Orleans Pelicans,Cleveland Cavaliers
2024,Atlanta Hawks,New York Knicks
2024,Boston Celtics,Golden State Warriors
2024,Charlotte Hornets,Detroit Pistons
2024,Indiana Pacers,Orlando Magic
2024,Los Angeles Clippers,San Antonio Spurs
2024,Phoenix Suns,Philadelphia 76ers
2024,Denver Nuggets,Toronto Raptors
2024,Dallas Mavericks,Indiana Pacers
2024,Oklahoma City Thunder,Orlando Magic
2024,Minnesota Timberwolves,Charlotte Hornets
2024,Houston Rockets,New York Knicks
2024,Chicago Bulls,Utah Jazz
2024,Miami Heat,Sacramento Kings
2024,Brooklyn Nets,Memphis Grizzlies
2024,Atlanta Hawks,Boston Celtics
2024,Detroit Pistons,Los Angeles Lakers
2024,Washington Wizards,Golden State Warriors
2024,Cleveland Cavaliers,Milwaukee Bucks
2024,Dallas Mavericks,Orlando Magic
2024,New Orleans Pelicans,Atlanta Hawks
2024,Brooklyn Nets,Detroit Pistons
2024,Los Angeles Clippers,Oklahoma City Thunder
2024,Denver Nuggets,Utah Jazz
2024,Washington Wizards,Miami Heat
2024,Houston Rockets,Golden State Warriors
2024,Milwaukee Bucks,Cleveland Cavaliers
2024,San Antonio Spurs,Minnesota Timberwolves
2024,Philadelphia 76ers,Memphis Grizzlies
